Census_OSArchitecture,Census_OSBranch,Census_OSBuildNumber,Census_OSBuildRevision,Census_OSEdition,Census_OSSkuName,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSUILocaleIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightingInternal,Census_IsFlightsDisabled,Census_FlightRing,Census_ThresholdOptIn,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsWIMBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections
x86,rs2_release,15063,0,Professional,PROFESSIONAL,IBSClean,9,34,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,355,19889,0,,0,0,0,0,0,10,1
x86,rs4_release,17134,285,Professional,PROFESSIONAL,Refresh,9,34,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,51066,0,,0,0,0,0,1,15,1
amd64,th1_st1,10240,16405,Professional,PROFESSIONAL,IBSClean,8,31,UNKNOWN,0,INVALID_LICENSE,Retail,0,0,NOT_SET,0,556,64709,0,0,0,0,0,0,1,3,0
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,20,83,Off,0,IS_GENUINE,Retail,,0,Retail,,142,9435,0,,0,0,0,0,1,1,0
x86,rs3_release,16299,431,Core,CORE,Update,14,49,UNKNOWN,0,IS_GENUINE,OEM:DM,0,0,Retail,0,142,12416,0,0,0,0,0,1,1,11,1
amd64,rs4_release,17134,112,Professional,PROFESSIONAL,IBSClean,29,125,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,127,53162,0,,0,0,0,0,0,3,0
x86,th2_release,10586,545,Professional,PROFESSIONAL,Update,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,127,63175,0,,0,0,0,0,0,8,0
amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,26,119,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,355,19956,1,,0,1,0,0,0,10,0
amd64,th1_st1,10240,17443,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,8,31,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,628,16324,1,0,0,1,0,0,0,11,0
amd64,rs4_release,17134,112,Core,CORE,IBSClean,9,34,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,628,28480,0,,0,0,0,0,0,15,1
amd64,rs1_release,14393,447,Core,CORE,Update,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,0,0,Retail,0,142,3711,1,0,0,0,0,0,0,4,0
x86,rs4_release,17134,165,Professional,PROFESSIONAL,Update,5,26,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,355,19889,0,,0,1,0,0,0,6,1
amd64,rs4_release,17134,1,Professional,PROFESSIONAL,Other,24,109,UNKNOWN,0,OFFLINE,OEM:DM,,0,Unknown,,355,6895,0,,0,0,0,0,0,15,0
amd64,rs3_release,16299,309,Core,CORE,UUPUpgrade,7,30,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,93,33054,1,,0,0,0,0,0,15,1
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,628,37124,0,0,0,1,0,0,0,11,0
amd64,rs3_release_svc_escrow,16299,431,Core,CORE,Upgrade,27,120,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,556,63140,1,,0,0,0,0,0,15,1
amd64,rs1_release,14393,2189,Core,CORE,Update,8,31,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,554,33189,0,0,0,0,0,0,0,8,1
amd64,rs4_release,17134,112,Core,CORE,Upgrade,35,148,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,63205,0,,0,0,0,0,1,11,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,9,34,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,93,19807,0,,0,0,0,0,0,15,0
amd64,th1,10240,16384,Professional,PROFESSIONAL,IBSClean,8,31,UNKNOWN,0,INVALID_LICENSE,Retail,0,0,NOT_SET,0,142,69786,0,0,0,0,0,0,0,1,1
amd64,rs3_release,16299,125,ProfessionalEducation,PROFESSIONAL,Upgrade,10,35,Notify,0,IS_GENUINE,Retail,,0,Retail,0,554,33102,0,0,0,0,0,0,1,10,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,Reset,7,30,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,559,58854,0,,0,0,0,0,0,12,0
amd64,rs2_release,15063,413,Professional,PROFESSIONAL,IBSClean,14,49,UNKNOWN,0,OFFLINE,Retail,,0,Retail,,142,3827,0,,0,0,0,0,,,0
amd64,rs1_release,14393,2189,Professional,PROFESSIONAL,Update,27,120,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,61462,1,0,0,1,0,0,1,11,0
amd64,rs2_release,15063,1088,Core,CORE,Reset,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33105,1,,0,0,0,0,1,10,0
amd64,rs4_release,17134,285,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,29,125,FullAuto,0,INVALID_LICENSE,OEM:NONSLP,,0,Retail,,142,12463,0,,0,0,0,0,0,3,1
amd64,rs4_release,17134,165,Core,CORE,IBSClean,14,49,FullAuto,0,INVALID_LICENSE,OEM:NONSLP,,0,Retail,,142,19751,0,,0,0,0,0,1,5,1
amd64,rs3_release_svc_escrow,16299,547,Core,CORE,Update,14,49,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33116,1,,0,0,0,0,1,11,1
amd64,rs3_release,16299,125,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,9,34,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,807,52403,1,0,0,0,0,0,0,10,1
amd64,rs3_release,16299,309,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,7,30,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,554,33060,1,0,0,0,0,0,0,11,1
amd64,rs2_release,15063,332,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,628,12300,1,,0,0,0,0,1,8,1
amd64,rs1_release,14393,2189,Professional,PROFESSIONAL,IBSClean,10,35,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Retail,,809,12485,0,,0,0,0,0,0,10,0
amd64,rs4_release,17134,165,Core,CORE,Update,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,803,63140,0,0,0,0,0,0,0,12,0
amd64,rs4_release,17134,165,CoreSingleLanguage,CORE_SINGLELANGUAGE,Refresh,10,35,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,628,40129,1,,0,0,0,0,0,10,0
amd64,rs4_release,17134,286,Core,CORE,IBSClean,7,30,UNKNOWN,0,OFFLINE,OEM:DM,,0,Retail,,93,33015,0,,0,1,0,0,,,1
amd64,th1_st1,10240,17443,Enterprise,ENTERPRISE,IBSClean,8,31,UNKNOWN,0,IS_GENUINE,Volume:GVLK,,0,NOT_SET,0,355,20050,0,0,0,0,0,0,0,1,1
amd64,rs4_release,17134,112,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,35,148,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,142,42164,1,0,0,0,0,0,0,11,1
amd64,rs3_release,16299,371,Core,CORE,Update,24,109,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,13938,1,0,0,1,0,0,0,15,0
amd64,th2_release,10586,104,Professional,PROFESSIONAL,IBSClean,15,58,UNKNOWN,0,INVALID_LICENSE,Retail,0,0,Retail,0,142,3828,0,0,0,0,0,0,0,11,1
amd64,rs4_release,17134,228,Education,EDUCATION,UUPUpgrade,25,115,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,29809,0,,0,0,0,0,1,3,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,93,2482,0,,0,0,0,0,1,11,0
amd64,th2_release,10586,122,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,Other,37,158,UNKNOWN,0,INVALID_LICENSE,OEM:DM,0,0,Retail,0,628,4107,1,0,0,0,0,0,0,7,1
amd64,rs1_release,14393,1066,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,10,35,Notify,0,IS_GENUINE,OEM:DM,0,0,Retail,0,639,5493,0,0,0,0,0,0,0,10,0
amd64,rs4_release,17134,285,Professional,PROFESSIONAL,Upgrade,25,115,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,142,31934,0,,0,0,0,0,1,3,1
amd64,rs3_release_svc_escrow,16299,547,Core,CORE,Reset,8,31,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,628,21810,1,,0,1,0,0,1,13,1
amd64,rs2_release,15063,726,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,355,20107,1,,0,0,0,0,0,8,0
amd64,rs4_release,17134,81,Professional,PROFESSIONAL,UUPUpgrade,35,148,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Unknown,,554,33054,0,,0,0,0,0,0,11,1
amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,35,148,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,513,9562,1,,0,0,0,0,0,11,1
amd64,th2_release,10586,0,Core,CORE,Update,,128,FullAuto,0,IS_GENUINE,Retail,,,Retail,0,554,33111,1,0,0,0,0,0,0,3,0
amd64,th1_st1,10240,17443,Professional,PROFESSIONAL,IBSClean,8,31,UNKNOWN,0,IS_GENUINE,Volume:GVLK,0,0,NOT_SET,0,803,63458,0,0,0,0,0,0,0,3,1
amd64,rs4_release,17134,81,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,29,125,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Unknown,,142,70547,1,,0,0,0,0,0,3,0
amd64,rs4_release,17134,228,Core,CORE,IBSClean,14,49,UNKNOWN,0,OFFLINE,Retail,,0,NOT_SET,,556,7221,1,,0,0,0,0,,,0
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,9,34,FullAuto,0,IS_GENUINE,OEM:DM,,0,Unknown,,628,56647,0,,0,0,0,0,0,10,0
x86,rs3_release,16299,547,Core,CORE,Update,9,34,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,512,7271,0,0,0,0,0,0,0,10,0
amd64,rs4_release,17134,228,Core,CORE,Update,8,31,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,500,14886,0,0,0,0,0,0,1,5,1
amd64,rs4_release,17134,228,Core,CORE,IBSClean,37,158,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,9367,0,,0,0,1,0,1,7,1
x86,rs4_release,17134,228,Core,CORE,Refresh,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,500,33115,0,,0,0,0,0,0,1,0
amd64,rs4_release,17134,228,Core,CORE,Refresh,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,35238,0,,0,0,0,0,1,2,1
amd64,rs1_release,14393,0,Core,CORE,Reset,9,34,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,554,33122,0,,0,0,0,0,0,15,0
amd64,rs1_release,14393,1715,Core,CORE,Update,8,31,Notify,0,IS_GENUINE,Retail,,0,Retail,0,554,32994,1,0,0,0,0,0,1,10,1
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,35,148,FullAuto,0,INVALID_LICENSE,Retail,0,0,Retail,0,556,63417,1,0,0,0,0,0,1,11,1
x86,th2_release_sec,10586,1176,Core,CORE,Update,8,31,Notify,0,IS_GENUINE,OEM:DM,0,0,Retail,0,142,1510,1,0,0,1,0,1,0,4,0
amd64,th2_release,10586,420,Core,CORE,Update,20,83,FullAuto,0,IS_GENUINE,Retail,,,Retail,,142,53003,1,,0,0,0,0,0,1,0
amd64,rs4_release,17134,254,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,9,34,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,556,63103,1,,0,0,0,0,0,10,1
x86,rs4_release,17134,228,Professional,PROFESSIONAL,Clean,26,119,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,361,12536,0,,0,0,0,0,1,10,1
amd64,rs3_release,16299,125,Professional,PROFESSIONAL,UUPUpgrade,29,125,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Retail,0,142,12459,0,0,0,0,0,0,0,3,1
amd64,th1_st1,10240,17443,Core,CORE,IBSClean,8,31,UNKNOWN,0,IS_GENUINE,Volume:GVLK,0,0,NOT_SET,0,355,19951,0,0,0,0,0,0,0,11,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0,Retail,,142,52458,0,,0,0,0,0,1,3,1
amd64,rs3_release_svc_escrow,16299,431,Professional,PROFESSIONAL,UUPUpgrade,3,20,Notify,0,INVALID_LICENSE,Retail,0,0,Retail,0,628,16079,0,0,0,0,0,0,0,3,0
amd64,rs4_release,17134,112,Core,CORE,IBSClean,14,49,UNKNOWN,0,OFFLINE,Retail,,0,Retail,,142,9411,0,,0,0,0,0,0,11,1
x86,rs2_release,15063,608,Professional,PROFESSIONAL,IBSClean,20,83,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Retail,,807,2321,0,,0,0,0,0,0,1,0
amd64,rs4_release,17134,112,Professional,PROFESSIONAL,UUPUpgrade,8,31,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,355,20107,1,0,0,0,0,0,0,13,0
amd64,rs2_release,15063,1206,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,29,125,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,628,13182,1,,0,0,0,0,1,3,0
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,10,35,FullAuto,0,INVALID_LICENSE,Retail,0,0,Retail,0,554,33070,0,0,0,0,0,0,1,10,1
amd64,rs4_release,17134,112,Professional,PROFESSIONAL,UUPUpgrade,6,28,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,500,15244,0,,0,0,0,0,0,3,0
amd64,rs4_release,17134,165,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,51032,0,,0,0,0,0,0,4,0
amd64,rs3_release_svc_escrow,16299,611,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,9,34,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,37640,1,0,0,0,0,0,0,10,1
amd64,rs2_release,15063,1266,Core,CORE,Reset,14,49,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,628,24281,1,,0,0,0,0,1,5,1
amd64,rs4_release,17134,1,Professional,PROFESSIONAL,IBSClean,9,34,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,554,33066,0,,0,0,0,0,0,10,0
amd64,rs3_release_svc_escrow,16299,547,Core,CORE,UUPUpgrade,8,31,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33054,1,,0,1,0,0,0,13,0
amd64,rs3_release,16299,248,Core,CORE,UUPUpgrade,24,109,Notify,0,IS_GENUINE,Retail,,0,Retail,0,897,7314,0,0,0,0,0,0,0,15,0
amd64,rs2_release,15063,1266,Core,CORE,Reset,9,34,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33108,1,,0,1,1,0,0,15,1
x86,rs1_release,14393,2007,Professional,PROFESSIONAL,Update,26,119,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,0,512,55602,0,0,0,0,0,0,0,10,0
amd64,rs4_release,17134,165,CoreSingleLanguage,CORE_SINGLELANGUAGE,Reset,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,355,20050,0,,0,0,0,0,1,11,1
x86,rs4_release,17134,112,Core,CORE,IBSClean,39,160,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,142,68942,1,,0,0,0,1,0,7,0
amd64,rs4_release,17134,285,Professional,PROFESSIONAL,Reset,14,49,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,63317,0,,0,0,0,0,1,5,1
amd64,rs4_release,17134,228,Core,CORE,IBSClean,2,11,UNKNOWN,0,OFFLINE,Retail,,0,Retail,,628,19559,0,,0,0,0,0,0,3,1
amd64,rs3_release,16299,309,Professional,PROFESSIONAL,Upgrade,7,30,UNKNOWN,0,IS_GENUINE,Retail,0,0,Retail,0,,,0,0,0,0,0,0,0,11,1
amd64,rs3_release_svc_escrow,16299,522,Core,CORE,Refresh,14,49,Notify,0,IS_GENUINE,OEM:DM,,0,Unknown,0,628,26318,1,0,0,0,0,0,0,5,0
amd64,rs3_release_svc_escrow,16299,431,Professional,PROFESSIONAL,UUPUpgrade,26,119,Notify,0,IS_GENUINE,Retail,,0,Retail,,142,56982,0,,0,0,0,0,0,10,1
amd64,rs3_release_svc_escrow,16299,611,Professional,PROFESSIONAL,UUPUpgrade,8,31,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,Retail,0,0,Retail,0,500,14260,0,0,0,0,0,0,0,11,0
amd64,rs3_release_svc_escrow,16299,547,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33116,0,,0,0,0,0,0,4,1
amd64,rs3_release_svc_escrow,16299,611,Core,CORE,Upgrade,8,31,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,0,628,26318,1,0,0,0,0,0,0,12,1
amd64,rs4_release,17134,191,Professional,PROFESSIONAL,UUPUpgrade,7,30,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0,Retail,,355,7266,1,,0,0,0,0,1,11,0
amd64,th2_release_sec,10586,1176,Core,CORE,Other,24,109,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,31608,0,0,0,0,0,1,0,15,1
amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,7,30,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,0,554,33094,1,0,0,0,0,0,0,11,0
x86,rs4_release,17134,48,Professional,PROFESSIONAL,UUPUpgrade,8,31,UNKNOWN,0,IS_GENUINE,Retail,,0,Unknown,,556,63069,0,,0,0,0,0,0,3,1
amd64,th2_release_sec,10586,1176,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,10,35,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,46577,1,0,0,0,0,0,0,10,1
amd64,rs3_release_svc_escrow,16299,431,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,9,34,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,556,63122,1,,0,0,0,0,0,10,1
x86,rs3_release,16299,431,Professional,PROFESSIONAL,Upgrade,9,34,Off,0,IS_GENUINE,Retail,,0,Retail,,127,71898,0,,0,0,0,0,0,10,1
amd64,rs4_release,17134,112,Core,CORE,UUPUpgrade,18,72,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,,93,33066,0,,0,0,0,0,1,15,1
x86,th2_release_sec,10586,1176,Core,CORE,Update,3,20,Notify,0,IS_GENUINE,Retail,,0,Retail,0,142,60554,1,0,0,1,0,1,1,3,0
amd64,rs1_release,14393,0,Professional,PROFESSIONAL,IBSClean,7,30,UNKNOWN,0,IS_GENUINE,Volume:GVLK,,0,Retail,,142,3549,0,,0,0,0,0,1,1,1
amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33177,1,,0,0,0,0,0,10,0
amd64,rs2_release,15063,1029,Professional,PROFESSIONAL,Upgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,12416,1,,0,1,0,0,0,11,0
amd64,rs3_release,16299,15,Cloud,CLOUD,Other,5,26,UNKNOWN,0,OFFLINE,OEM:DM,,0,Unknown,,628,15820,1,,,0,0,0,0,6,0
amd64,rs4_release,17134,165,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,10,35,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,556,7145,1,,0,0,0,0,1,10,1
amd64,rs4_release,17134,165,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,142,62092,1,,0,1,0,0,0,2,0
amd64,rs3_release_svc_escrow,16299,492,Core,CORE,Update,7,30,UNKNOWN,0,IS_GENUINE,Retail,0,0,Retail,0,554,33094,1,0,0,1,0,0,0,3,0
amd64,rs1_release,14393,1914,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,10,35,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,33084,1,0,0,0,0,0,0,10,1
amd64,rs4_release,17134,112,Core,CORE,UUPUpgrade,8,31,Notify,0,IS_GENUINE,Retail,,0,Retail,,127,63370,0,,0,0,0,0,0,11,1
amd64,rs4_release,17134,285,Professional,PROFESSIONAL,UUPUpgrade,9,34,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0,Retail,,142,7414,0,,0,0,0,0,0,15,0
amd64,rs4_release,17134,228,Core,CORE,Refresh,9,34,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,142,38347,1,,0,0,0,0,1,15,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,INVALID_LICENSE,Retail,,0,Retail,,142,34833,0,,0,0,0,0,1,11,0
amd64,rs3_release,16299,371,Core,CORE,Upgrade,20,83,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,142,58837,0,,0,0,0,0,0,1,1
amd64,rs2_release,15063,909,Core,CORE,Upgrade,20,83,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,51778,1,0,0,0,0,0,0,1,1
amd64,rs3_release,16299,192,Core,CORE,Other,7,30,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,142,33129,1,,0,1,1,1,1,1,0
amd64,rs4_release,17134,112,Core,CORE,UUPUpgrade,27,120,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,142,70012,0,,0,0,0,0,0,11,1
amd64,rs3_release_svc_escrow,16299,431,Core,CORE,UUPUpgrade,9,34,Notify,0,IS_GENUINE,Retail,,0,Retail,0,628,19185,1,0,0,0,0,0,0,15,0
amd64,rs3_release_svc_escrow,16299,492,Core,CORE,Update,39,160,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,62214,1,0,0,0,0,0,0,7,1
amd64,rs3_release,16299,371,CoreSingleLanguage,CORE_SINGLELANGUAGE,Refresh,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33043,1,,0,0,0,0,,,1
amd64,rs4_release,17134,167,Professional,PROFESSIONAL,Upgrade,29,125,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,556,64721,0,0,0,0,0,0,0,3,1
amd64,rs2_release,15063,483,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,29,125,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33130,1,,0,0,0,0,0,3,0
x86,th2_release,10586,164,Core,CORE,Other,9,34,UNKNOWN,0,IS_GENUINE,OEM:DM,0,0,Retail,0,513,50758,0,0,0,1,0,1,0,10,0
amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,20,83,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,142,51234,1,,0,0,0,0,,,1
amd64,rs4_release,17134,165,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,355,20106,0,0,0,0,0,0,1,1,0
amd64,rs2_release,15063,1266,CoreSingleLanguage,CORE_SINGLELANGUAGE,Reset,8,31,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,,142,69920,1,,0,0,0,0,0,1,1
amd64,th2_release_sec,10586,1176,Core,CORE,Update,20,83,Notify,0,IS_GENUINE,Retail,,0,Retail,0,142,52344,1,0,0,0,0,0,0,1,1
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0,Retail,,355,20246,1,,0,0,0,0,0,13,0
amd64,th1_st1,10240,17443,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,NOT_SET,0,142,69498,1,0,0,0,0,0,0,1,0
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,10759,1,0,0,1,1,1,0,1,1
amd64,rs4_release,17134,112,Professional,PROFESSIONAL,IBSClean,8,31,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Retail,,142,7145,0,,0,0,0,0,0,15,1
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0,Retail,0,500,16839,0,0,0,0,0,0,0,10,1
amd64,rs4_release,17134,191,Core,CORE,Reset,18,72,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,48464,1,,0,0,0,0,0,15,0
amd64,rs4_release,17134,285,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,10,35,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,93,33139,1,,0,0,0,0,0,10,1
amd64,rs4_release,17134,286,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,10,35,FullAuto,0,IS_GENUINE,OEM:DM,,0,Unknown,,554,33043,1,,0,0,0,0,,,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,9,34,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,355,7263,1,,0,0,0,0,0,10,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,14,49,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,440,66801,1,,0,0,0,0,0,5,0
amd64,rs1_release,14393,0,Professional,PROFESSIONAL,IBSClean,17,64,UNKNOWN,0,IS_GENUINE,Volume:GVLK,,0,Retail,,554,33135,0,,0,0,0,0,0,3,1
amd64,rs2_release,15063,674,Professional,PROFESSIONAL,IBSClean,8,31,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Retail,,142,7672,1,,0,0,0,0,1,3,1
x86,rs3_release,16299,371,Core,CORE,UUPUpgrade,26,119,Notify,0,IS_GENUINE,Retail,,0,Retail,0,500,33108,0,0,0,0,0,0,0,10,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,16,62,FullAuto,0,IS_GENUINE,Volume:GVLK,,0,Retail,,142,11778,0,,0,0,0,0,1,3,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,Refresh,18,72,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,142,40004,0,,0,0,1,0,1,15,1
